"Die Vorlesungszeit war von Anfang September bis Mitte Dezember, wobei Anfang Dezember die Klausurenphase anfängt. 
Die Queen´s University bietet eine Vielzahl an Kursen an. Die Kurse sind etwas praxisnäher als die Kurse in Mannheim, z.B. in COMM 385 haben wir ab und an mal selbst Verhandlungen geführt und nicht nur über die Strategien etc. geredet. Ich habe mich dieses Semester dazu entschieden, keine Finals zu haben und wurde anhand von mündlichen Noten, Gruppenarbeiten, Tests, Midterms und Case Studies geprüft. Man findet aber im Syllabus des Vorjahres ausreichend Informationen darüber, welche Arten der Leistungsprüfung für die jeweiligen Kurse erforderlich sind.  Worauf man sich an der Queen`s University einstellen muss, ist, dass es sehr viele Gruppenarbeiten gibt und man mit diesen Gruppen auch mal ein bis zwei Monate zusammenarbeiten muss. Ich hatte teilweise 5 verschiedene Gruppen gleichzeitig, wodurch man viele Meetings pro Woche hatte. Dies nimmt viel Zeit ein und verhindert evtl. die eine oder andere Reise am Wochenende, daher muss jeder für sich selbst wissen, ob er lieber am Ende Zeit zum Reisen haben möchte oder zwischendrin auch mal am Wochenende weg möchte.
Der Lernaufwand war konstant hoch, da man fast jede Woche irgendwelche Abgaben machen musste und man sehr viele Texte im Vorfeld lesen musste, die dann im Unterricht relevant waren. 
Das Sprachniveau war angemessen. Ich habe keinen Sprachkurs belegt, aber von der Uni wurden Kurse angeboten, neben den normalen Kursen, die sich intensiv mit Grammatik oder Kommunikation auseinandergesetzt haben.";0;979;{'neg': 0.016, 'neu': 0.844, 'pos': 0.14, 'compound': 0.979}
Die Pazmany Universität ist sehr klein im Vergleich mit anderen Universitäten, was ich jedoch sehr schön und angenehm fand. Man fühlt sich sehr willkommen und es wird einem immer geholfen. Generell ist das Niveau niedriger als in Deutschland und ich musste nicht allzu viel Zeit für die Uni aufwenden, was ich als sehr positiv im Erasmus empfinde. Allerdings herrscht in den meisten Kursen Anwesenheitspflicht und es gleicht eher einer Schulatmosphäre. Ich hatte wirklich sehr sehr nette Dozenten und Professoren, die sehr tolerant und offen sind. Die ganze Organisation hat mir in Budapest nie Schwierigkeiten bereitet, da auch die Koordinatorin sehr nett ist und einem stets hilft wo sie nur kann. Man bekommt ebenfalls einen ungarischen Tutor zugeteilt, was ich auch sehr toll fand. Die Uni gibt nicht wirklich sehr viel Mühe, dass sich jeder wohl fühlt und organisiert am Anfang des Semesters, aber auch während des Semesters, zahlreiche Events und Ausflüge. Dadurch ist es auch sehr einfach neue Leute kennen zu lernen. Am Ende hatten wir sodann ein Farewelldinner, bei dem fast jeder Erasmusstudent gekommen ist und es war ein schöner Abschluss.;1;0.9907;{'neg': 0.027, 'neu': 0.756, 'pos': 0.218, 'compound': 0.9907}
"Da die Vorlesungen wegen der Pandemie online stattgefunden haben kann ich über das Leben auf dem Campus wenig sagen. Es gibt eine nette Mensa, aber auch weitere Cafés auf dem Campus, der insgesamt wirklich schön ist.  _x000D_
Es gibt ein sehr großes Kursangebot. Es gibt Kursevaluationen auf dem Yonsei-Portal unter „Academic Information System“- „Academic Management System“- „Login“- „Course“- „Course Evaluation Result“. Diese würde ich mir auf jeden Fall anschauen und in die Kurswahl miteinfließen lassen. Ich würde mir auch die Kursbeschreibungen genau anschauen, insbesondere ob der Kurs gut für Austauschstudenten geeignet ist und die Prüfungsarten._x000D_
Meine Professoren haben mit einer Ausnahme sehr gut Englisch gesprochen, weil ich v.a. Kurse explizit für Austauschstudenten belegt habe. Ein Mitstudent musste einen Kurs aufgeben, weil der Professor nach ein paar Wochen die Vorlesungen größtenteils auf Koreanisch gehalten hat. _x000D_
Ich hatte ausschließlich Kurse belegt, die Anwesenheit und sehr viele Prüfungsleistungen (Hausaufgaben, Midterms, Präsentationen, Take-Home- Assignments, wöchentliche Paper etc.) erfordert haben, das wäre aber auch anders gegangen, andere Austauschstudenten hatten einen Bruchteil meiner Arbeit. Meine Empfehlung hier ist es sich nicht schwerer zu machen, als es sein muss, ich saß deswegen nämlich auch viel Zeit am Schreibtisch. _x000D_
Die Vorlesungen sind auch mehr wie Schulunterricht aufgebaut und ich habe auch regelmäßig Hausaufgaben bekommen (wie z.B. etwas abzeichnen und beschriften). Vielleicht wäre das bei einem Semester offline anders gewesen, mir ist es aber in dem Semester and der Yonsei viel leichter gefallen guten Noten zu schreiben. Es war nur viel (viele Hausaufgaben, Prüfungsleistungen, Themen, etc.), aber bei weitem nicht so anspruchsvoller Stoff wie in Mannheim._x000D_
Ich habe auch einen Sprachkurs belegt, nicht beim KLI, sondern den „normalen“ Korean (1) Kurs. Dieser hat mir sehr gut gefallen und hat mir auch im Alltag (bestellen, nach dem Weg fragen, um etwas bitten, etc.) oft geholfen. Ich kann diesen Kurs empfehlen, allerdings war er auch sehr zeitintensiv";3;0.9868;{'neg': 0.014, 'neu': 0.86, 'pos': 0.126, 'compound': 0.9868}
"Die City University of Hong Kong hat eine große Kursauswahl. Die Kurse gehen für gewöhnlich drei Stunden lang und sie haben einen hohen Workload (vor allem im letzten Drittel der Vorlesungszeit). Das Kursniveau generell nicht auf dem von Mannheim. Es könnte ein kultureller Unterschied sein, aber die Fragestellungen für Essays und Gruppenarbeiten sind oftmals sehr vage und breit gefasst. Auch die Bewertung ist intransparent, man erhält kein Feedback bevor man die Endnote für den Kurs erhält_x000D_
Mein Semester ging von Ende August bis Ende November (Vorlesungszeit). Nach einer Woche Pause beginnt die zwei wöchige Prüfungszeit und endet vor Weihnachten. Ich hatte jedoch keine Klausur in der Prüfungsphase, alle Abgaben (Essays, Gruppenberichte) und Präsentationen/Tests liefen unter dem Semester._x000D_
Die Mensen der CityU sind sehr empfehlenswert. Westliches und asiatisches Essen ist beides vorhanden. Vor allem die Desserts in AC1 sind eine große Empfehlung._x000D_
Das Sprachniveau war sehr durchmischt, sowohl bei Professoren, als auch bei Studenten. Teils waren Fragestellungen in Prüfungen sprachlich schwer verständlich. In Restaurants kommt man gut damit aus auf die Bilder/Karte zu zeigen.";4;0.8225;{'neg': 0.046, 'neu': 0.863, 'pos': 0.092, 'compound': 0.8225}
"Das Studium an der NUS hat mir großen Spaß gemacht und ich habe aus meinen Fächern sehr viel gelernt. Das liegt zum großen Teil an der Möglichkeit, sich selbst die Kurse aus einem großen Angebot auszusuchen._x000D_
Das Studium an der NUS unterscheidet sich von dem Studium an der Uni Mannheim hauptsächlich dadurch, dass nicht 100% der Note durch eine Klausur am Ende des Semesters festgelegt werden. Die Kurse an der Business School haben sogar oft gar keine Klausur: Wer also die Klausurenphase vermeiden möchte und schon Anfang November das Semester beenden möchte, der kann sich auch nach diesem Kriterium die Kurse aussuchen._x000D_
An der NUS machen Gruppenarbeiten, Tests und Midterms oft einen Großteil der Note aus. Für mich hatte dies den Vorteil, dass ich von meinen Fächern langfristig mehr mitgenommen habe als beim vielen auswendig lernen in Mannheim._x000D_
An der NUS werden einige Vorlesungen an der Business School in kleineren Gruppen unterrichtet, wo dann auch Mitarbeit in die Note einfließt und grundsätzlich Anwesenheitspflicht besteht (ob kontrolliert wird ist eine andere Sache). Bei den Vorlesungen in großen Hörsälen besteht hingegen keine Anwesenheitspflicht und diese Vorlesungen werden auch aufgezeichnet._x000D_
Der Arbeitsaufwand an der NUS ist vergleichbar mit dem Aufwand in Mannheim. Da sich der Aufwand über das gesamte Semester verteilt, ist er sogar eher ein bisschen weniger als in Mannheim._x000D_
Das Niveau an der NUS ist nicht schwieriger als in Mannheim. Aufgrund der Notengebung gemäß der Normalverteilung ist es allerdings schwieriger extreme (gut oder schlecht) Noten zu bekommen. Da hilft auch die Anrechnungsweise der Uni Mannheim (A+ = 1.0, A = 1.3, ...), die meiner Meinung nach nicht korrekt ist, nicht.";6;0.9823;{'neg': 0.032, 'neu': 0.819, 'pos': 0.148, 'compound': 0.9823}
"Auch wenn das Angebot an der SMU recht umfangreich ist, können diese leider durch das Biet-Verfahren nur im begrenzten Umfang belegt werden. An der Universität können Kurse nicht wie in Mannheim einfach belegt werden, sondern müssen in verschiedenen Bietrunden ersteigert werden, hierfür erhält jeder Student 100 e$. Auch wenn es viele Leitfaden und Videos von der SMU gibt, um das Verfahren möglichst verständlich zu machen war es gerade für die internationalen Studenten eher verwirrend als hilfreich. Da viele Kurse einfach keine Verfügbarkeit haben ist auch die Kommunikation mit der Universität Mannheim gerade bei den Learning Agreements eher schwer. Die meisten Mannheimer Studenten können diese erst nach den Bietrunden erstellen, wenn das Semester bereits begonnen hat und ein Wechsel der Kurse kaum noch möglich ist._x000D_
Die Module bestehen immer aus einem 3 Stunden Blockunterricht pro Woche, mit Vorbereitung (Readings, Case Studies etc.), Nachbereitung und Hausarbeiten oder Projekten müssen aber mindesten noch einmal weitere 3 Stunden pro Modul eingerechnet werden. Gerade die IT-Kurse sind an der SMU jedoch deutlich praktischer orientiert, in „Introduction to AI“ lernten wir Tensorlfow in Python zu nutzen, auch in den anderen Fächern wurde deutlich praxisorientierter unterrichtet._x000D_
Die Semester bestehen aus zwei Blöcken a 7 Wochen, in der siebten Woche wird in einigen Fächern eine Zwischenprüfung geschrieben, welche auch schon in die Endnote mit eingerechnet wird. In der 8. Woche haben alle Studenten eine Woche „Reading Week“, welche sehr gut für eine längere Reise (10 Tage) in Asien genutzt wird. Da ich nur 3 Module belegt habe und diese dienstags und donnerstags stattfanden, konnte ich auch öfters über das lange Wochenende Kurzreisen in Asien unternehmen und war so in der Gestaltung meines Auslandssemesters recht frei._x000D_
Der Campus besteht aus fünf Hauptgebäuden, welche unterirdisch miteinander und auch mit der U-Bahn verbunden sind. Das meiste Campusleben findet tatsächlich unter der Uni statt, wo sich auch der Food Court (Korfu), eine Bank, ein Supermarkt, ein Uni-Arzt und viele andere Angebote und Services der Uni befinden. Die Räumlichkeiten sind alle sehr modern, super sauber und in einwandfreiem Zustand, auch in der Bibliothek sind alle Plätze gut mit Steckdosen, Licht und ähnlichem ausgestattet.";7;0.9931;{'neg': 0.028, 'neu': 0.806, 'pos': 0.166, 'compound': 0.9931}
"Die Universität Bergen ist eine international ausgerichtete Universität. Am Anfang des Semesters gibt es eine Einführungs- und Kennenlernwoche, die einem einen guten Start ins Auslandssemester ermöglicht. Diese solltet ihr auf keinen Fall verpassen, selbst wenn sie nicht verpflichtend ist. Man bekommt ein Account für das Studentenportal der Universität Bergen (Vorstellung: ILLIAS, Portal2 und Horde zusammen in einem Account). Die Dozenten auf der Universität Bergen sind sehr gut organisiert und antworten einem in der Regel sehr schnell. Die Universität bietet für jedes Semester eine Vielzahl von Fachkursen an (ihr könnt euch bis Anfang September für einen Kurs anmelden), vor allem an Sprachkursen. Ich würde jeden den ""Short Introductory Course in Norwegian Language and Culture empfehlen, da man viel über die Kultur und Mentalität der Norweger erfährt. Allerdings muss man sich dafür schon bis Mai angemeldet haben, deshalb solltet ihr auch so früh wie möglich dafür anmelden. Auf der Internetseite der Universität Bergen stehen zu den jeweiligen Kursen die Anforderungen, Literaturangaben, sowie mögliche Abgabefristen und die Termine für die Klausuren jederzeit online. Im Vergleich zur Uni Mannheim muss man mehr für die Kurse machen, allerdings sind die Klausuren dort einfacher. Die meisten der Vorlesungen sind auf Englisch. Generell ist das Niveau in Englisch auf den norwegischen Universitäten relativ hoch, weshalb die Uni Bergen auch ab 2018 einen TOEFL Test als Bewerbungsvorraussetzung verlangt. Während des Semesters gibt es eine vorlesungsfreie Zeit von einer Woche. Die Prüfungsphase im Wintersemester beginnt Ende November und hört kurz vor Weihnachten auf (der Anmeldeschluss für eine Prüfung ist ungefähr 4 Wochen vor der Klausur). Jede Fakultät hat ihre eigene Mensa und ihre eigene Bibliothek. Die Mensa ist im Vergleich zur unserer Mensa sehr teuer, daher lohnt es sich nicht dort jeden Tag zu essen. Ich habe meistens mein Essen selbst im Wohnheim gekocht. In der Bibliothek findet man genug Platz zum Lernen und man kann dort Sachen ausdrucken (für eine geringe Gebühr, ähnlich wie bei uns) oder einscannen. Im Student Center gibt es ein Buchladen, wo man die benötigten Bücher für die Fachkurse kaufen kann. Es kann sein das ihr relativ viel Geld für Bücher ausgeben müsst, je nachdem welche und wie viele Fachkurse ihr belegt habt. Ich musste ungefähr 150 Euro zahlen. Versucht deshalb die Bücher in Deutschland zu besorgen bevor ihr abreist, da die meisten Fachkurse auf der Internetseite der Uni Bergen relativ früh ihre Literaturangaben online stellen.";8;0.9608;{'neg': 0.021, 'neu': 0.906, 'pos': 0.073, 'compound': 0.9608}
Das Studium ist deutlich interaktiver als in Mannheim und es ist Anwesenheitspflicht, was in den Zoomklassen sehr nervig war, da ich gerade Vorlesungen lieber alleine in doppelter Geschwindogkeit höre. Dafür hat man nur Vorlesungen und keine Tutorien oder Übungen, also generell viel weniger Uni. Die Sogang ist sehr verschult und man hat viele Abgaben, wie Essays, Gruppenarbeiten, Papers und andere Projekte, wodurch es aber au h Webster ich leichter ist die Note zu verbessern. Auch die Midterms erleichtern das, obwohl man natürlich unter dem Semester viel mehr zu tun hat, aber es sich eben einfacher aufteilen kann.;12;0.8363;{'neg': 0.028, 'neu': 0.85, 'pos': 0.122, 'compound': 0.8363}
"Das Kursangebot am University College Dublin war riesig. Sowohl wirtschaftsbezogene als auch fachfremde Kurse wurden angeboten. Die Kurse haben die Inhalte in Mannheim sowohl ergänzt, als auch in vielen Themen vertieft. Es muss gesagt werden, dass die Kurse nur eine begrenzte Anzahl an Teilnehmern ermöglichen. Man muss zum Zeitpunkt der Kursanmeldung daher schnell sein. Allerdings unterscheiden sich die Methoden der Vorlesungen im Vergleich zu Mannheim sehr. Die Kursgröße beschränkte sich oftmals auf nicht mehr als 50 Personen. Die Inhalte wurden praxisorientiert und mithilfe von Gruppenarbeiten, Gastvorlesungen und auch individuellen Referaten vermittelt. Ein weiterer Unterschied ist, dass es nur in den wenigsten Fällen am Ende des Semesters eine Klausur gab. Oftmals mussten Hausarbeiten oder auch Essays verfasst werden, sowohl individuell als auch in Gruppen. Auch Midterm Exams wurden in manchen Kursen geschrieben. Dies gefiel mir sehr gut, da so der Arbeitsaufwand auf das Semester verteilt wurde und nicht geballt am Ende war. Auch die Essay haben mir als Bewertungsmethode gut gefallen. _x000D_
Der Campus selbst bietet alles, was man braucht. Sportangebote, Freizeitmöglichkeiten und sogar ein Supermarkt sowie diverse Essensangebote sind vorhanden. der Campus ist sehr groß und man hat das Gefühl, so zu studieren, wie es in vielen Filmen gezeigt wird.";13;0.9691;{'neg': 0.043, 'neu': 0.808, 'pos': 0.15, 'compound': 0.9691}
"Das Semester am FGV ist in zwei Quartale unterteilt, in denen unterschiedliche Kurse belegt werden. In der Regel nimmt man an drei bis vier Kursen pro Quartal teil, diese finden dann einmal die Woche in einem Block von drei Stunden statt. _x000D_
Das FGV EBAPE, also die Business School, ist relativ klein und bietet nur ein paar englische Kurse an, aber diese decken verschiedene Themenbereiche ab und sind sehr interessant. _x000D_
Die Benotung erfolgt aufgrund verschiedener Kriterien, zum Beispiel Mitarbeit, Gruppenprojekte, oder Klausuren. _x000D_
Besonders empfehlen würde ich den Kurs Strategic Human Resource Management bei Professor Sami und Political Economy of Latin America bei Daniela. Man spricht seine Professoren hier tatsächlich beim Vornamen an! _x000D_
Das EBAPE ist wie erwähnt sehr klein und befindet sich einen Block von Rest der Uni entfernt. Auf dem Campus gibt es dann aber eine Mensa und eine Bibliothek, die man gut benutzen kann.";14;0.8353;{'neg': 0.018, 'neu': 0.914, 'pos': 0.068, 'compound': 0.8353}
